Macro-categoria,Sottocategoria,Domanda,Risposta
Biglietteria e Tariffe,Formati e Cessione,Quanto costava il biglietto singolo del Civitavecchia express?,"🙂 Il biglietto Serie A per un viaggio singolo costava 10,00€ e copriva la tratta Civitavecchia - Roma Ostiense (o viceversa) con fermata intermedia a Roma San Pietro."
Biglietteria e Tariffe,Formati e Cessione,Quanto costava il biglietto andata e ritorno del Civitavecchia express?,"🙂 Il biglietto Serie B di andata e ritorno costava 15,00€ e ti permetteva di scegliere i viaggi di andata e ritorno anche in giorni diversi sulla tratta Civitavecchia - Roma Ostiense con fermata a Roma San Pietro."
Biglietteria e Tariffe,Formati e Cessione,Si potevano usare biglietti regionali normali sul Civitavecchia express?,"😔 No, sul Civitavecchia express non erano ammessi i viaggiatori con biglietti regionali normali, abbonamenti Lazio, biglietti integrati Metrebus o biglietti IC e Frecce. 🙂 Servivano esclusivamente i biglietti specifici per questo servizio."
Biglietteria e Tariffe,Formati e Cessione,I biglietti del Civitavecchia express erano rimborsabili?,"🙂 Sì, i biglietti erano rimborsabili per mancato utilizzo dipendente da fatto proprio del viaggiatore, ma solo entro la partenza del treno prescelto."
Biglietteria e Tariffe,Formati e Cessione,Bisognava convalidare il biglietto del Civitavecchia express?,"😊 Sì, assolutamente! Il biglietto doveva essere convalidato prima di accedere al treno utilizzando le apposite validatrici. 🙂 Era importante ricordarsi di farlo per viaggiare in regola!"
Biglietteria e Tariffe,Formati e Cessione,Il biglietto del Civitavecchia express era valido per qualsiasi treno?,"🙂 No, il biglietto era valido ed utilizzabile solo per il treno specifico e il giorno prescelto dal cliente al momento dell'acquisto. 🤔 Era importante rispettare la prenotazione!"
Biglietteria e Tariffe,Formati e Cessione,Si poteva usare il biglietto per Fiumicino Aeroporto sul Civitavecchia express?,"😊 Sì! Era possibile utilizzare anche un biglietto da 11,00€ da/per Fiumicino Aeroporto (tariffa 1ter/Serie E) per usufruire del servizio Civitavecchia express da e per Roma Ostiense e Roma San Pietro."
Biglietteria e Tariffe,Formati e Cessione,I punti vendita terzi applicano commissioni sui biglietti?,🤔 Dipende dal punto vendita! Ad alcuni servizi può essere applicato un diritto fisso di commissione dai punti vendita terzi. 😊 Comunque puoi pagare sia in contanti che con le altre modalità disponibili presso il negozio.
Biglietteria e Tariffe,Formati e Cessione,"Che differenza c'è tra biglietti cartacei, digitali e elettronici sui treni regionali?","😊 Te lo spiego subito! I biglietti regionali esistono in tre formati: cartacei (quelli tradizionali di carta), digitali chiamati BDR (Biglietto Digitale Regionale) e elettronici chiamati BER (Biglietto Elettronico Regionale). 🙂 La differenza principale è che i cartacei generalmente non sono nominativi, mentre quelli digitali ed elettronici sono sempre nominativi e richiedono un documento d'identità per il controllo."
Biglietteria e Tariffe,Formati e Cessione,"Se ho un biglietto per un treno contingentato, posso prendere un treno diverso?","🤔 Dipende dal tipo di biglietto! Se hai un abbonamento, pass o accesso gratuito, il contingentamento non ti riguarda. 😊 Durante la fase transitoria attuale, se hai un biglietto cartaceo o BER per un treno contingentato, puoi utilizzare un treno diverso entro 4 ore dalla partenza del treno originale, ma solo per necessità."
Biglietteria e Tariffe,Formati e Cessione,Come devo convalidare un biglietto cartaceo regionale?,"😊 Devi convalidare il biglietto prima della partenza del treno usando le validatrici presenti in stazione, nella località d'inizio del viaggio. 🙂 Puoi convalidarlo fino alle ore 23:59 del giorno riportato sul biglietto stesso."
Biglietteria e Tariffe,Formati e Cessione,Per quanto tempo è valido un biglietto cartaceo dopo la convalida?,"😊 Dal momento della convalida, il biglietto cartaceo ha una validità di 4 ore. 🙂 Il viaggio deve concludersi entro questo termine, salvo disposizioni diverse previste da singole tariffe regionali o provinciali."
Biglietteria e Tariffe,Formati e Cessione,Cosa succede se sono ancora in treno quando scade la validità del biglietto?,"😌 Non preoccuparti! Se ti trovi già in treno allo scadere della validità, puoi proseguire il viaggio fino alla stazione di destinazione senza fermate intermedie. 🙂 Se il tuo viaggio prevede un cambio treno, puoi completare il percorso prendendo il primo treno utile nella stazione di cambio."
Biglietteria e Tariffe,Formati e Cessione,Posso cedere il mio biglietto cartaceo a qualcun altro dopo averlo iniziato a usare?,"😔 No, il biglietto una volta iniziato l'utilizzo è incedibile. 🙂 Questo significa che non puoi darlo ad altre persone."
Biglietteria e Tariffe,Formati e Cessione,Cos'è un Biglietto Evento?,"😄 Il Biglietto Evento è un biglietto cartaceo speciale venduto solo per viaggi per raggiungere eventi o manifestazioni particolari. 🙂 Viene venduto dal personale incaricato prima di salire sul treno e deve essere convalidato sul lato di convalida colorato. 🤔 A seconda del tipo di evento, potrebbero essere assegnati colori diversi per ogni giorno e direzione di viaggio."
Biglietteria e Tariffe,Formati e Cessione,Come funziona il Biglietto Digitale Regionale BDR?,"😊 Il BDR è nominativo e personale, puoi acquistarlo fino a 5 minuti prima della partenza. 🙂 Ricevi una email con il link al biglietto e, se vuoi, anche un SMS. Il biglietto si valida automaticamente all'orario di partenza programmata del treno e da quel momento non è più modificabile."
Biglietteria e Tariffe,Formati e Cessione,Per quanto tempo posso vedere i miei biglietti acquistati online?,😊 I biglietti acquistati restano visibili nella tua Area Riservata 'I miei viaggi' sul sito di Trenitalia e sull'App per 13 mesi successivi alla data del viaggio. 🙂 Così puoi sempre consultare lo storico dei tuoi viaggi!
Biglietteria e Tariffe,Formati e Cessione,Come funziona il Biglietto Elettronico Regionale BER?,"😊 Il BER è nominativo e personale, acquistabile fino a 5 minuti prima della partenza. 🙂 Puoi fare un numero illimitato di fermate intermedie durante la validità. Si considera convalidato per l'ora di partenza del treno selezionato all'acquisto."
Biglietteria e Tariffe,Formati e Cessione,Come funziona il sistema TAP&TAP? Ricevo subito il biglietto?,"😲 No, non ricevi subito il biglietto! 🙂 Il TAP&TAP funziona così: fai il primo 'tap' alla partenza che autorizza il pagamento, viaggi tranquillo, e quando arrivi a destinazione fai il secondo 'tap' che completa l'acquisto del biglietto. 😊 Solo allora il pagamento viene finalizzato!"
Biglietteria e Tariffe,Formati e Cessione,Quando inizia la validità del mio biglietto TAP&TAP?,🙂 La validità del tuo biglietto inizia nel momento esatto in cui fai il tap presso la stazione di partenza con esito positivo. 😊 Da quel momento puoi salire sul treno!
Biglietteria e Tariffe,Formati e Cessione,Come faccio a dimostrare il mio biglietto TAP&TAP durante i controlli?,"🙂 È semplicissimo! Durante il controllo devi dire al controllore le ultime quattro cifre della carta che hai usato per il tap, 😊 oppure puoi avvicinare direttamente la carta al POS del controllore per mostrare la transazione. 🤔 Se ci sono più carte con le stesse ultime quattro cifre, ti chiederanno anche le prime sei."
Biglietteria e Tariffe,Formati e Cessione,Cos'è il sistema EMV per i biglietti alle stazioni?,"😊 Il sistema EMV è attivo presso i gate automatici di Roma Termini e Fiumicino Aeroporto! 🙂 Con questo sistema, il momento in cui paghi con la carta coincide direttamente con l'inizio della validità del biglietto. 😌 Non devi fare nessuna convalida aggiuntiva e puoi salire sul primo treno in partenza dopo aver passato il gate."
Biglietteria e Tariffe,Formati e Cessione,Quanto costa il biglietto per un bambino di 8 anni?,😊 I bambini fino a 12 anni non ancora compiuti hanno diritto al 50% di sconto sul prezzo intero del biglietto! 🙂 Quindi pagheranno la metà del prezzo standard.
Biglietteria e Tariffe,Formati e Cessione,Come funziona il biglietto per gruppi? È nominativo?,"🙂 Sì, il biglietto è nominativo e riporta gli estremi del Responsabile del Gruppo. 😊 Ogni componente deve avere la contromarca individuale oppure il responsabile deve avere l'elenco nominativo di tutti i partecipanti. Per le comitive scolastiche l'elenco è obbligatorio."
Biglietteria e Tariffe,Formati e Cessione,Posso cambiare la data del viaggio di gruppo dopo aver comprato il biglietto?,"🙂 Il cambio è consentito una sola volta fino alle ore 23:59 del quinto giorno precedente il viaggio. 🤔 Deve essere compatibile con la disponibilità dei posti e le esigenze di trasporto, a giudizio della Direzione Regionale competente."
Biglietteria e Tariffe,Formati e Cessione,Cosa succede se qualcuno del gruppo viaggia senza biglietto?,"😔 Per irregolarità e abusi si applicano le penalità e sanzioni secondo le norme vigenti nel luogo dove vengono rilevate. 🙂 Il Responsabile del Gruppo è mandatario e responsabile delle obbligazioni di tutto il gruppo, quindi ogni violazione sarà imputata al gruppo stesso."
Biglietteria e Tariffe,Formati e Cessione,"Se il nuovo biglietto costa meno di quello originale, mi rimborsate la differenza?","😊 Certamente! Se il prezzo del nuovo biglietto, anche considerando il diritto di modifica del 20%, è inferiore a quello già pagato, 🙂 ti rimborsiamo la differenza applicando le norme di rimborso previste per la tipologia di biglietto che stai modificando."
Biglietteria e Tariffe,Formati e Cessione,"Ho acquistato un biglietto elettronico ai gate automatici, posso modificarlo?","😔 Mi dispiace, ma i biglietti elettronici acquistati con sistema EMV presso i gate automatici delle stazioni di Roma Termini e Fiumicino Aeroporto non possono essere modificati. 🤔 Dovrai acquistare un nuovo biglietto se vuoi cambiare il viaggio."
Biglietteria e Tariffe,Formati e Cessione,Dove posso richiedere il cambio data del mio biglietto cartaceo?,"😊 Hai diverse opzioni! Puoi farlo gratuitamente presso le biglietterie Trenitalia, Trenitalia Tper, Trenord e ai self service Trenitalia. 🙂 Nelle agenzie di viaggio potrebbero applicare una commissione, mentre nei punti vendita terzi costa 0,50€ a transazione."
Biglietteria e Tariffe,Formati e Cessione,Quante volte posso cambiare data e ora del biglietto regionale BDR?,"😄 Con il BDR hai molta flessibilità! Puoi cambiare data e ora un numero illimitato di volte fino alle 23:59 del giorno precedente. 😊 Il giorno stesso del viaggio puoi cambiare l'ora fino alla partenza programmata, ma una volta validato automaticamente non puoi più modificarlo."
Biglietteria e Tariffe,Formati e Cessione,Come funziona la modifica per il biglietto regionale BER?,"🙂 Con il BER puoi cambiare data e ora una sola volta, sempre entro le 23:59 del giorno precedente al viaggio. 😊 Riceverai la conferma del cambio via email e SMS al numero registrato durante l'acquisto."
Biglietteria e Tariffe,Formati e Cessione,Ricevo una conferma quando modifico il mio biglietto digitale?,"😊 Assolutamente sì! Ricevi sempre una conferma via email con il link al biglietto modificato. 🙂 Se lo richiedi, puoi ricevere anche un SMS con il link. Durante il controllo dovrai mostrare solo il biglietto modificato."
Biglietteria e Tariffe,Formati e Cessione,Posso passare dalla seconda alla prima classe dopo aver acquistato il biglietto?,😊 Certo! Puoi sempre passare a una classe superiore pagando semplicemente la differenza di prezzo tra le due classi. 🙂 Questa possibilità è disponibile sia per i biglietti singoli che per gli abbonamenti.
Biglietteria e Tariffe,Formati e Cessione,Fino a quando posso richiedere modifiche al mio biglietto?,"⏰ 🙂 Hai tempo fino alle ore 23:59 del giorno precedente alla data indicata sul biglietto per richiedere qualsiasi tipo di modifica. 😊 Ricorda che puoi modificare il biglietto solo una volta, quindi valuta bene tutte le modifiche che vuoi apportare!"
Biglietteria e Tariffe,Formati e Cessione,Se prendo un percorso diverso da quello del biglietto cosa succede?,"🤔 Se segui una via diversa da quella indicata sul biglietto, dovrai pagare la differenza tra quanto hai già corrisposto e il prezzo intero per tutto il nuovo percorso, più una soprattassa di 8 euro. 😊 È importante seguire sempre l'itinerario indicato sul titolo di viaggio!"
Biglietteria e Tariffe,Formati e Cessione,"Voglio proseguire oltre la stazione del mio biglietto, quanto costa?","😲 Se vuoi proseguire oltre la stazione indicata sul biglietto, sarai considerato sprovvisto di biglietto per il percorso aggiuntivo. 😔 Dovrai pagare il prezzo intero più una soprattassa di 200 euro. 😊 Però se paghi subito al personale del treno la soprattassa si riduce a 50 euro, oppure se paghi entro 15 giorni dalla notifica scende a 100 euro."
Biglietteria e Tariffe,Formati e Cessione,Quanto costa viaggiare senza biglietto?,"😔 Se viaggi senza biglietto o con biglietto scaduto, dovrai pagare il prezzo intero dovuto più una soprattassa di 200 euro. 😊 Tuttavia, se paghi immediatamente al personale del treno la soprattassa si riduce a 50 euro, oppure se paghi entro 15 giorni dalla notifica diventa 100 euro."
Biglietteria e Tariffe,Formati e Cessione,"Ho dimenticato di convalidare il biglietto, cosa rischio?","😔 Se hai il biglietto non convalidato o convalidato irregolarmente (dal 05.08.2023), dovrai pagare una penalità di 200 euro. 😊 Ma anche qui, se paghi subito al personale la penalità scende a 50 euro, oppure se paghi entro 15 giorni diventa 100 euro."
Biglietteria e Tariffe,Formati e Cessione,Cosa succede se uso un biglietto di un'altra persona o contraffatto?,"😲 Se usi biglietti ceduti da terzi, contraffatti, alterati o riutilizzati, o ricorri a sotterfugi per non pagare, 😔 dovrai pagare il prezzo intero per tutto il percorso più una soprattassa pari a tre volte quell'importo, con un minimo di 200 euro. 🙂 Inoltre il biglietto viene ritirato."
Biglietteria e Tariffe,Formati e Cessione,"Se il mio treno viene soppresso, ho diritto al rimborso completo del biglietto?","😊 Assolutamente sì! In caso di soppressione del treno hai diritto al rimborso integrale del biglietto senza alcuna trattenuta. 🙂 Puoi richiederlo presso qualsiasi biglietteria sul territorio nazionale, tramite web form su Trenitalia.com o per posta ordinaria."
Biglietteria e Tariffe,Formati e Cessione,Entro quando devo richiedere il rimborso del biglietto?,"🤔 Hai tempo fino a un anno dal giorno dell'evento per presentare la domanda di rimborso. 😊 È un periodo abbastanza lungo, quindi non dovrai preoccuparti di scadenze immediate!"
Biglietteria e Tariffe,Formati e Cessione,Dove posso richiedere il rimborso del mio biglietto?,"😊 Hai diverse opzioni! Puoi richiederlo presso qualsiasi biglietteria presente sul territorio nazionale, presso l'agenzia di viaggio che ha emesso il biglietto, tramite web form su Trenitalia.com, 🙂 oppure per posta ordinaria inviando il modulo stampabile alla Direzione Regionale competente."
Biglietteria e Tariffe,Formati e Cessione,"Se il mio biglietto è già stato convalidato ma non ho viaggiato, posso comunque avere il rimborso completo?",😊 Sì! Il rimborso del biglietto totalmente non utilizzato avviene per l'intero importo anche se il biglietto è già stato convalidato. 🙂 La convalida non pregiudica il tuo diritto al rimborso nelle situazioni previste.
Biglietteria e Tariffe,Formati e Cessione,Come funziona il rimborso di un biglietto parzialmente utilizzato?,"🤔 Devi far constatare al personale di accompagnamento la mancata prosecuzione del viaggio al momento dell'interruzione, oppure convalidare il biglietto presso le obliteratrici della stazione dove il viaggio si è interrotto. 😊 Per il biglietto elettronico (BER) devi richiedere il controllo elettronico se non già effettuato."
Biglietteria e Tariffe,Formati e Cessione,"Se ho comprato per errore due biglietti uguali, posso chiedere il rimborso di uno?",😊 Sì! È ammesso il rimborso di un solo titolo in caso di errato acquisto di due biglietti dello stesso titolo di viaggio. 🤔 Dovrai però dimostrare che si è trattato di un errore nell'acquisto.
Biglietteria e Tariffe,Formati e Cessione,"Se ho comprato per sbaglio due biglietti uguali, posso farmi rimborsare uno dei due?","😊 Sì, assolutamente! Se hai acquistato per errore due abbonamenti o due biglietti singoli intestati alla stessa persona, validi sulla stessa relazione e per lo stesso periodo, 🙂 puoi richiedere il rimborso di uno dei due titoli. È una situazione che capita e Trenitalia prevede questa possibilità!"
Biglietteria e Tariffe,Formati e Cessione,Chi può richiedere il rimborso di un biglietto?,"🙂 La domanda di rimborso può essere presentata da diverse persone: il possessore del biglietto non nominativo, l'intestatario del biglietto nominativo, 😊 il rappresentante del gruppo per rimborsi integrali (o il singolo componente per rimborsi parziali), e i delegati dagli aventi diritto. Quindi hai diverse opzioni!"
Biglietteria e Tariffe,Formati e Cessione,I biglietti per l'aeroporto di Fiumicino si possono rimborsare?,"😔 Purtroppo i biglietti singoli e i carnet per i viaggi da e per Fiumicino Aeroporto (tariffa 1/ter) non sono ammessi al rimborso se il mancato utilizzo dipende da un fatto tuo. 🤔 Tuttavia, se il servizio non viene effettuato per responsabilità di Trenitalia o per ordine dell'Autorità Pubblica, allora il rimborso è possibile."
Biglietteria e Tariffe,Formati e Cessione,Posso ottenere il rimborso se ho perso il biglietto o me l'hanno rubato?,"😔 Mi dispiace, ma i biglietti e gli abbonamenti dichiarati smarriti, distrutti o rubati non sono ammessi al rimborso. 🙂 È importante conservare sempre con cura i propri titoli di viaggio per evitare questo tipo di problemi."
Biglietteria e Tariffe,Formati e Cessione,Dal 2025 ci sono novità per gli indennizzi sui biglietti regionali?,"😄 Sì! Dal 1° gennaio 2025, per il biglietto digitale regionale acquistato con pagamento elettronico, l'indennizzo da ritardo viene riconosciuto in via automatica. 🙂 Non dovrai più fare richiesta manuale, sarà tutto più semplice!"
Biglietteria e Tariffe,Formati e Cessione,Cosa devo fare con il biglietto cartaceo per richiedere l'indennizzo da ritardo?,"🙂 Per i biglietti cartacei devi validare il biglietto sia alla partenza che all'arrivo. 😊 Però se a bordo del treno richiedi il controllo elettronico del biglietto al Personale di Accompagnamento, non sarà necessaria la validazione nella stazione di arrivo!"
Biglietteria e Tariffe,Formati e Cessione,Come funziona per i biglietti elettronici regionali?,"🙂 Per il biglietto elettronico regionale (BER) e i biglietti acquistati con TAP&TAP o sistema EMV, è necessario il controllo elettronico da parte del Personale di Accompagnamento a bordo del treno. 😊 Assicurati sempre di far controllare il biglietto!"
Biglietteria e Tariffe,Formati e Cessione,"Se ho comprato il biglietto online, come posso richiedere l'indennizzo?","😊 Se sei un cliente registrato e hai acquistato online, entro 1 anno dalla data del viaggio puoi verificare il diritto all'indennizzo nell'Area Riservata 'I miei viaggi'. 🙂 Se ne hai diritto, puoi richiedere un bonus, un riaccredito elettronico per acquisti futuri o il riaccredito automatico sulla tua carta!"
Biglietteria e Tariffe,Formati e Cessione,In Lombardia il cane paga il biglietto sui treni regionali?,😄 No! Per percorsi regionali entro i confini tariffari della Lombardia il cane viaggia gratuitamente! 😊 È una bella agevolazione per chi vive e viaggia in quella regione. 🙂 Non serve acquistare alcun biglietto aggiuntivo.
Biglietteria e Tariffe,Formati e Cessione,Posso cambiare il biglietto del cane dopo averlo acquistato?,😊 Sì! Il biglietto per il trasporto del cane può essere cambiato secondo le stesse regole previste per i biglietti passeggeri del trasporto regionale. 🙂 Verifica le condizioni specifiche nelle Condizioni Generali di Trasporto.
Biglietteria e Tariffe,Formati e Cessione,Posso avere il rimborso del biglietto del cane se rinuncio al viaggio?,"🤔 Sì, ma solo se l'importo da rimborsare è superiore a €68! 😊 Viene applicata una trattenuta del 20% del valore del biglietto. 🙂 Si applicano le stesse disposizioni previste per i biglietti passeggeri del trasporto regionale."
Biglietteria e Tariffe,Formati e Cessione,"Se ho irregolarità sia per il mio biglietto che per il cane, pago due penali?","😌 No! Se l'irregolarità riguarda sia il biglietto passeggero che le condizioni di trasporto del cane, 🙂 la penalità si applica una sola volta. 😊 Questo vale anche nel caso di utilizzo di più treni di categoria diversa."
Biglietteria e Tariffe,Formati e Cessione,Devo convalidare il biglietto regionale prima di salire sul treno?,"😊 Sì, assolutamente! Per i biglietti regionali non elettronici è necessaria la convalida prima di salire sul treno. 🙂 Ricorda che senza convalida il biglietto non è considerato valido, anche se lo hai acquistato!"
Biglietteria e Tariffe,Formati e Cessione,Cosa succede se salgo sul treno senza biglietto valido?,"😔 Se sali senza un biglietto valido per il viaggio che stai effettuando, vieni considerato sprovvisto di biglietto. 🤔 Questo comporta delle sanzioni, quindi è sempre meglio organizzarsi prima! 😊 Per tutti i dettagli puoi consultare la guida del viaggiatore."
Biglietteria e Tariffe,Formati e Cessione,"Ho pagato il biglietto ma non ho ricevuto l'email di conferma, come posso recuperarlo?","😌 Non preoccuparti! Puoi recuperare facilmente il tuo biglietto in due modi: 😊 sul sito nella sezione 'Cerca il biglietto' oppure sull'app con 'Recupera biglietto'. Ti serviranno nome, cognome e il codice di recupero che hai ricevuto al termine dell'acquisto. 🤔 Se non hai il codice di recupero, contatta i nostri canali di assistenza!"
Biglietteria e Tariffe,Formati e Cessione,Cosa succede se ricevo un avviso di addebito ma non ho ricevuto il biglietto?,"😌 Tranquillo! Probabilmente il tuo acquisto non è andato a buon fine. 😊 Il pagamento non è stato completato realmente e l'importo ti verrà riaccreditato automaticamente senza nessun addebito. 🙂 Per carte prepagate e bonifici, i tempi dipendono dalla tua banca o dall'ente emittente."
Biglietteria e Tariffe,Formati e Cessione,Posso aggiungere il biglietto al mio Apple Wallet o Google Wallet?,"😊 Sì! Puoi aggiungere i biglietti per Frecce e Intercity all'Apple/Google Wallet subito dopo l'acquisto o successivamente dalla sezione 'I miei viaggi'. 🤔 Ricorda: se modifichi il viaggio, devi aggiungerlo di nuovo al Wallet e cancellare quello precedente."
Biglietteria e Tariffe,Formati e Cessione,Il Biglietto Digitale Regionale funziona con Apple Wallet?,"😔 Al momento il Biglietto Digitale Regionale ha funzionalità evolute che non permettono di aggiungerlo ad Apple Wallet. 😊 Se hai Android, puoi invece aggiungerlo al Google Wallet subito dopo aver fatto il check-in!"
Biglietteria e Tariffe,Formati e Cessione,"Ho perso il codice del mio biglietto, come posso recuperarlo?","😌 Non ti preoccupare! Se hai un account registrato, trovi tutti i tuoi biglietti nell'Area Riservata del sito o nella sezione 'I miei viaggi' dell'app. 😊 Se hai acquistato senza login, usa la funzione 'Cerca il biglietto' sul sito o 'Recupera biglietto' sull'app inserendo nome, cognome e codice di recupero."
Biglietteria e Tariffe,Formati e Cessione,"Non riesco a trovare il mio biglietto né il codice di recupero, cosa posso fare?","😌 Capita a tutti! 🤔 Se hai smarrito anche il codice di recupero o non riesci proprio a recuperare il biglietto, contatta i nostri canali di assistenza. 😊 Il nostro staff ti aiuterà a risolvere la situazione!"
Biglietteria e Tariffe,Formati e Cessione,Dove trovo i miei biglietti se ho un account registrato?,"😊 Facilissimo! Se hai un account registrato, trovi tutti i biglietti acquistati nella tua Area Riservata del sito web oppure nella sezione 'I miei viaggi' dell'app Trenitalia. 🙂 Tutto sempre a portata di mano!"
Biglietteria e Tariffe,Formati e Cessione,Come posso recuperare un biglietto se l'ho comprato senza fare il login?,"😊 Nessun problema! Usa la funzione 'Cerca il biglietto' sulla homepage del sito oppure 'Recupera biglietto' sull'app. 🙂 Ti basterà inserire nome, cognome e il codice di recupero che hai ricevuto al momento dell'acquisto."
Biglietteria e Tariffe,Formati e Cessione,Fino a che ora posso comprare un biglietto digitale regionale prima della partenza?,😊 Puoi acquistare il tuo Biglietto Digitale Regionale fino a 5 minuti prima della partenza programmata del treno! 🙂 Quindi hai tempo praticamente fino all'ultimo momento per organizzarti.
Biglietteria e Tariffe,Formati e Cessione,Cosa ricevo dopo aver acquistato un biglietto digitale regionale?,"😊 Riceverai una e-mail riepilogativa con tutte le informazioni del viaggio! 🙂 Nell'email o SMS (se lo richiedi) troverai anche la funzione per gestire il biglietto e cambiare data o ora. 😌 Se hai acquistato senza login, ricordati di recuperare e salvare il biglietto usando l'App nella sezione 'I miei viaggi - biglietti salvati'."
Biglietteria e Tariffe,Formati e Cessione,Dove trovo il biglietto digitale regionale dopo averlo acquistato?,"🤔 Dipende da come hai fatto l'acquisto! 😊 Se hai acquistato con login, lo trovi nell'area 'I miei Viaggi' del sito o sull'App Trenitalia. 🙂 Se hai acquistato senza login, apri semplicemente il link presente nell'email o SMS che hai ricevuto."
Biglietteria e Tariffe,Formati e Cessione,Posso aggiungere il biglietto digitale regionale al wallet del telefono?,😔 Al momento non è possibile aggiungere il nuovo biglietto digitale al wallet. 🤔 Questo perché contiene alcune funzionalità evolute che non sono ancora compatibili con questa opzione.
Biglietteria e Tariffe,Formati e Cessione,Posso modificare il mio biglietto digitale regionale dopo averlo comprato?,😄 Assolutamente sì! Hai grande flessibilità per le modifiche. 😊 Puoi fare un numero illimitato di cambi data/ora fino alle 23:59 del giorno prima del viaggio. 🙂 Il giorno stesso del viaggio puoi cambiare l'ora un numero illimitato di volte fino alla partenza del treno scelto.
Biglietteria e Tariffe,Formati e Cessione,Come funziona la conferma quando modifico il biglietto digitale regionale?,"😊 Quando modifichi il biglietto riceverai subito la conferma via e-mail e, se l'hai richiesto, anche tramite SMS! 🙂 Durante il controllo a bordo dovrai mostrare solo il titolo di viaggio modificato, non serve conservare quelli precedenti."
Biglietteria e Tariffe,Formati e Cessione,Cosa devo mostrare al controllore quando verifica il biglietto?,"😊 Devi presentare il tuo Biglietto Digitale Regionale con la barra dinamica verde, che comparirà automaticamente alla partenza del treno programmato! 🙂 Insieme al biglietto dovrai anche mostrare un documento di identità valido, dato che il biglietto è nominativo e personale."
Biglietteria e Tariffe,Formati e Cessione,Il biglietto digitale regionale è trasferibile ad altre persone?,"😔 No, il Biglietto Digitale Regionale è strettamente nominativo e personale, quindi non può essere ceduto ad altri. 🙂 Deve sempre viaggiare la persona intestataria del biglietto con un documento valido."
Biglietteria e Tariffe,Formati e Cessione,Per quanto tempo rimane valido il biglietto digitale regionale?,"😊 Il tuo Biglietto Digitale Regionale rimane valido fino all'arrivo programmato del treno a destinazione ed è valido solo per il treno o i treni che hai validato! 😌 Se il treno viaggia in ritardo e il biglietto scade, puoi comunque completare tranquillamente il viaggio fino a destinazione."
Biglietteria e Tariffe,Formati e Cessione,Quando compare la barra dinamica verde sul biglietto digitale?,🙂 La barra dinamica verde compare automaticamente alla partenza del treno programmato! 😊 È questa che dovrai mostrare al personale di bordo durante la controlleria per dimostrare che il tuo biglietto è attivo e valido.
Biglietteria e Tariffe,Formati e Cessione,"Se cambio idea e non voglio più partire, posso avere indietro i soldi del biglietto?","🤔 Dipende dal tipo di treno e biglietto che hai acquistato! 😊 Per Frecciarossa, Frecciargento, Frecciabianca, Intercity e Intercity Notte il rimborso è possibile se previsto dalla tua tariffa, ma devi richiederlo prima della partenza e c'è una trattenuta del 20%. 🙂 Per i treni regionali puoi chiedere il rimborso entro le 23:59 del giorno prima del viaggio, anche qui con trattenuta del 20%. 😔 Attenzione però: alcune offerte promozionali non permettono proprio il rimborso!"
Biglietteria e Tariffe,Formati e Cessione,Quanto mi trattengono se chiedo il rimborso del biglietto Frecciarossa?,"😊 Se il tuo biglietto Frecciarossa è rimborsabile, la trattenuta standard è del 20% dell'importo pagato. 🤔 Ricorda che devi fare la richiesta prima della partenza del treno e che alcune offerte promozionali potrebbero avere condizioni diverse o non essere proprio rimborsabili."
Biglietteria e Tariffe,Formati e Cessione,Entro quando posso chiedere il rimborso di un biglietto regionale?,"🙂 Per i treni regionali hai tempo fino alle ore 23:59 del giorno precedente alla data indicata sul biglietto. 😊 Anche in questo caso si applica una trattenuta del 20%, salvo condizioni diverse previste dalla tua specifica tariffa o offerta promozionale."
Biglietteria e Tariffe,Formati e Cessione,"Ho comprato il biglietto online, come faccio a chiedere il rimborso o cambiarlo?","😄 È molto semplice! Puoi gestire tutto online in autonomia. 🙂 Recupera il tuo biglietto usando la funzione 'Cerca il biglietto' oppure vai nella tua Area Riservata se ti eri registrato, clicca su GESTISCI e scegli l'opzione che ti serve. 😊 Puoi fare tutto anche dall'app di Trenitalia! Prima però verifica sempre che il tuo biglietto sia effettivamente modificabile o rimborsabile."
Biglietteria e Tariffe,Formati e Cessione,Posso cambiare il nome sul biglietto se l'ho intestato a un'altra persona per sbaglio?,"😊 Sui treni Freccia e Intercity sì! Puoi cambiare il nominativo gratuitamente e quante volte vuoi fino alla partenza del treno. 🙂 Basta andare nella tua Area Riservata o usare 'Cerca Biglietto', cliccare su Gestisci e scegliere 'Cambio dati passeggero'. 😔 Purtroppo sui treni regionali non è possibile cambiare il nominativo, e dopo la partenza del treno non si può più fare su nessun tipo di treno."
Biglietteria e Tariffe,Formati e Cessione,Ci sono biglietti per cui non posso cambiare il nome del passeggero?,"🤔 Sì, alcune offerte nominative non permettono il cambio del nome. 😊 Parliamo di abbonamenti, offerte dedicate alle Frecce, biglietti con carta Argento, carte sconto e simili. 🙂 Per tutti gli altri biglietti dei treni Freccia e Intercity invece puoi cambiare il nominativo liberamente fino alla partenza."
Biglietteria e Tariffe,Formati e Cessione,Dopo che il treno è già partito posso ancora cambiare il nome sul biglietto?,"😔 No, una volta che il treno è partito non è più possibile cambiare il nominativo del passeggero. 🙂 Il cambio del nome è ammesso solo fino al momento della partenza prevista del treno, sia per i Freccia che per gli Intercity."
